,wallTime,dtstamp,step,training_loss_step,epoch
36,1637547518,2021.11.22-01.08,517,0.053464364,36.0
37,1637547630,2021.11.22-01.08,531,0.050138332,37.0
38,1637547743,2021.11.22-01.08,545,0.07480988,38.0
39,1637547856,2021.11.22-01.08,559,0.048608523,39.0
40,1637547968,2021.11.22-01.08,573,0.027054952,40.0
41,1637548081,2021.11.22-01.08,587,0.028365117,41.0
42,1637548193,2021.11.22-01.08,601,0.025527311,42.0
43,1637548306,2021.11.22-01.08,615,0.020099364,43.0
44,1637548419,2021.11.22-01.08,629,0.018692536,44.0
45,1637548530,2021.11.22-01.08,643,0.021651214,45.0
46,1637548643,2021.11.22-01.08,657,0.0146172205,46.0
47,1637548756,2021.11.22-01.08,671,0.023399083,47.0
48,1637548868,2021.11.22-01.08,685,0.015132857,48.0
49,1637548981,2021.11.22-01.08,699,0.011936888,49.0
50,1637549094,2021.11.22-01.08,713,0.015975075,50.0
51,1637549207,2021.11.22-01.08,727,0.013344274,51.0
52,1637549320,2021.11.22-01.08,741,0.012215204,52.0
53,1637549432,2021.11.22-01.08,755,0.011209257,53.0
54,1637549545,2021.11.22-01.08,769,0.011236496,54.0
55,1637549658,2021.11.22-01.08,783,0.011716467,55.0
56,1637549771,2021.11.22-01.08,797,0.021195874,56.0
57,1637549883,2021.11.22-01.08,811,0.014429691,57.0
58,1637549996,2021.11.22-01.08,825,0.012538206,58.0
59,1637550108,2021.11.22-01.08,839,0.014151589,59.0
60,1637550221,2021.11.22-01.08,853,0.0056603192,60.0
61,1637550333,2021.11.22-01.08,867,0.004956171,61.0
62,1637550446,2021.11.22-01.08,881,0.011469938,62.0
63,1637550559,2021.11.22-01.08,895,0.007852476,63.0
64,1637550672,2021.11.22-01.08,909,0.008309645,64.0
65,1637550785,2021.11.22-01.08,923,0.0073706517,65.0
66,1637550897,2021.11.22-01.08,937,0.005173485,66.0
67,1637551010,2021.11.22-01.08,951,0.004120358,67.0
68,1637551123,2021.11.22-01.08,965,0.0044502704,68.0
69,1637551236,2021.11.22-01.08,979,0.0052320566,69.0
70,1637551348,2021.11.22-01.08,993,0.0060105086,70.0
71,1637551461,2021.11.22-01.08,1007,0.007919867,71.0
72,1637551574,2021.11.22-01.08,1021,0.005100731,72.0
73,1637551687,2021.11.22-01.08,1035,0.00616217,73.0
74,1637551800,2021.11.22-01.08,1049,0.008649351,74.0
75,1637551912,2021.11.22-01.08,1063,0.0099937515,75.0
76,1637552025,2021.11.22-01.08,1077,0.0163292,76.0
77,1637552138,2021.11.22-01.08,1091,0.033885874,77.0
78,1637552251,2021.11.22-01.08,1105,0.0063182823,78.0
79,1637552364,2021.11.22-01.08,1119,0.0060803634,79.0
80,1637552477,2021.11.22-01.08,1133,0.010131826,80.0
81,1637552590,2021.11.22-01.08,1147,0.002978123,81.0
82,1637552702,2021.11.22-01.08,1161,0.004202192,82.0
83,1637552815,2021.11.22-01.08,1175,0.0030829455,83.0
84,1637552928,2021.11.22-01.08,1189,0.008317846,84.0
85,1637553041,2021.11.22-01.08,1203,0.018863473,85.0
86,1637553154,2021.11.22-01.08,1217,0.0074751615,86.0
87,1637553267,2021.11.22-01.08,1231,0.007142247,87.0
88,1637553380,2021.11.22-01.08,1245,0.0018977833,88.0
89,1637553492,2021.11.22-01.08,1259,0.0028756962,89.0
90,1637553605,2021.11.22-01.08,1273,0.0036772545,90.0
91,1637553718,2021.11.22-01.08,1287,0.0064869006,91.0
92,1637553831,2021.11.22-01.08,1301,0.017821182,92.0
93,1637553943,2021.11.22-01.08,1315,0.009721712,93.0
94,1637554056,2021.11.22-01.08,1329,0.0028546983,94.0
95,1637554169,2021.11.22-01.08,1343,0.015192938,95.0
96,1637554282,2021.11.22-01.08,1357,0.005869415,96.0
97,1637554395,2021.11.22-01.08,1371,0.014424302,97.0
98,1637554508,2021.11.22-01.08,1385,0.014598173,98.0
99,1637554621,2021.11.22-01.08,1399,0.015526208,99.0
100,1637554734,2021.11.22-01.08,1413,0.0057732714,100.0
101,1637554847,2021.11.22-01.08,1427,0.0027505923,101.0
102,1637554960,2021.11.22-01.08,1441,0.0031687808,102.0
103,1637555072,2021.11.22-01.08,1455,0.0062757325,103.0
104,1637555185,2021.11.22-01.08,1469,0.0061401622,104.0
105,1637555298,2021.11.22-01.08,1483,0.0029531985,105.0
106,1637555411,2021.11.22-01.08,1497,0.0051254276,106.0
107,1637555524,2021.11.22-01.08,1511,0.0061385916,107.0
108,1637555636,2021.11.22-01.08,1525,0.0025629727,108.0
109,1637555749,2021.11.22-01.08,1539,0.002482039,109.0
110,1637555862,2021.11.22-01.08,1553,0.0064500845,110.0
111,1637555976,2021.11.22-01.08,1567,0.005831064,111.0
112,1637556089,2021.11.22-01.08,1581,0.0131997075,112.0
113,1637556202,2021.11.22-01.08,1595,0.0036022246,113.0
114,1637556315,2021.11.22-01.08,1609,0.002861873,114.0
115,1637556428,2021.11.22-01.08,1623,0.0014697606,115.0
116,1637556542,2021.11.22-01.08,1637,0.0077235643,116.0
117,1637556654,2021.11.22-01.08,1651,0.004944195,117.0
118,1637556769,2021.11.22-01.08,1665,0.05371272,118.0
119,1637556882,2021.11.22-01.08,1679,0.0025386612,119.0
120,1637556995,2021.11.22-01.08,1693,0.0014868767,120.0
121,1637557108,2021.11.22-01.08,1707,0.014215932,121.0
122,1637557221,2021.11.22-01.08,1721,0.046682328,122.0
123,1637557333,2021.11.22-01.08,1735,0.016850447,123.0
124,1637557446,2021.11.22-01.08,1749,0.0011082239,124.0
125,1637557559,2021.11.22-01.08,1763,0.005871111,125.0
126,1637557672,2021.11.22-01.08,1777,0.010595698,126.0
127,1637557785,2021.11.22-01.08,1791,0.03007617,127.0
128,1637557898,2021.11.22-01.08,1805,0.016077193,128.0
129,1637558010,2021.11.22-01.08,1819,0.008610518,129.0
130,1637558123,2021.11.22-01.08,1833,0.0022707665,130.0
131,1637558236,2021.11.22-01.08,1847,0.002883408,131.0
132,1637558349,2021.11.22-01.08,1861,0.005523264,132.0
133,1637558461,2021.11.22-01.08,1875,0.004679738,133.0
134,1637558574,2021.11.22-01.08,1889,0.0026282072,134.0
135,1637558687,2021.11.22-01.08,1903,0.0012647101,135.0
136,1637558800,2021.11.22-01.08,1917,0.0024077112,136.0
137,1637558912,2021.11.22-01.08,1931,0.0011517543,137.0
138,1637559025,2021.11.22-01.08,1945,0.0042345463,138.0
139,1637559138,2021.11.22-01.08,1959,0.006571423,139.0
140,1637559251,2021.11.22-01.08,1973,0.0045292904,140.0
141,1637559364,2021.11.22-01.08,1987,0.0035715173,141.0
142,1637559477,2021.11.22-01.08,2001,0.0014818889,142.0
143,1637559590,2021.11.22-01.08,2015,0.0016900926,143.0
144,1637559703,2021.11.22-01.08,2029,0.005718738,144.0
145,1637559816,2021.11.22-01.08,2043,0.0018642778,145.0
146,1637559929,2021.11.22-01.08,2057,0.0006585909,146.0
147,1637560042,2021.11.22-01.08,2071,0.0012660947,147.0
148,1637560155,2021.11.22-01.08,2085,0.0016740798,148.0
149,1637560268,2021.11.22-01.08,2099,0.0011383718,149.0
150,1637560381,2021.11.22-01.08,2113,0.0008125828,150.0
151,1637560494,2021.11.22-01.08,2127,0.0018486051,151.0
152,1637560607,2021.11.22-01.08,2141,0.0014335925,152.0
153,1637560720,2021.11.22-01.08,2155,0.004874581,153.0
154,1637560833,2021.11.22-01.08,2169,0.0009399273,154.0
155,1637560946,2021.11.22-01.08,2183,0.0009631982,155.0
156,1637561059,2021.11.22-01.08,2197,0.0008679148,156.0
157,1637561172,2021.11.22-01.08,2211,0.0019874158,157.0
158,1637561285,2021.11.22-01.08,2225,0.0022770532,158.0
159,1637561398,2021.11.22-01.08,2239,0.00071366027,159.0
160,1637561511,2021.11.22-01.08,2253,0.0006215249,160.0
161,1637561625,2021.11.22-01.08,2267,0.0023105843,161.0
162,1637561738,2021.11.22-01.08,2281,0.003958484,162.0
163,1637561851,2021.11.22-01.08,2295,0.0014159861,163.0
164,1637561964,2021.11.22-01.08,2309,0.0017212251,164.0
165,1637562077,2021.11.22-01.08,2323,0.00064491405,165.0
166,1637562190,2021.11.22-01.08,2337,0.00057858165,166.0
167,1637562303,2021.11.22-01.08,2351,0.0004639283,167.0
168,1637562416,2021.11.22-01.08,2365,0.0015753492,168.0
169,1637562529,2021.11.22-01.08,2379,0.00068693043,169.0
170,1637562643,2021.11.22-01.08,2393,0.00075457565,170.0
171,1637562756,2021.11.22-01.08,2407,0.0005453098,171.0
172,1637562869,2021.11.22-01.08,2421,0.00043594214,172.0
173,1637562982,2021.11.22-01.08,2435,0.0010417491,173.0
174,1637563095,2021.11.22-01.08,2449,0.002455954,174.0
175,1637563208,2021.11.22-01.08,2463,0.0008903898,175.0
176,1637563321,2021.11.22-01.08,2477,0.0015001851,176.0
177,1637563434,2021.11.22-01.08,2491,0.0010974644,177.0
178,1637563547,2021.11.22-01.08,2505,0.003587239,178.0
179,1637563660,2021.11.22-01.08,2519,0.0014932965,179.0
180,1637563773,2021.11.22-01.08,2533,0.0016183592,180.0
181,1637563887,2021.11.22-01.08,2547,0.0009652419,181.0
182,1637564000,2021.11.22-01.08,2561,0.000908586,182.0
183,1637564113,2021.11.22-01.08,2575,0.0005842995,183.0
184,1637564226,2021.11.22-01.08,2589,0.0016333332,184.0
185,1637564339,2021.11.22-01.08,2603,0.0010195556,185.0
186,1637564452,2021.11.22-01.08,2617,0.003452951,186.0
187,1637564565,2021.11.22-01.08,2631,0.0004412165,187.0
188,1637564678,2021.11.22-01.08,2645,0.002218796,188.0
189,1637564791,2021.11.22-01.08,2659,0.0006856598,189.0
190,1637564904,2021.11.22-01.08,2673,0.0021658514,190.0
191,1637565017,2021.11.22-01.08,2687,0.0015530427,191.0
192,1637565130,2021.11.22-01.08,2701,0.00054771884,192.0
193,1637565244,2021.11.22-01.08,2715,0.0010062073,193.0
194,1637565357,2021.11.22-01.08,2729,0.0007830553,194.0
195,1637565470,2021.11.22-01.08,2743,0.0019155539,195.0
196,1637565583,2021.11.22-01.08,2757,0.000303161,196.0
197,1637565696,2021.11.22-01.08,2771,0.020351706,197.0
198,1637565809,2021.11.22-01.08,2785,0.0046466026,198.0
199,1637565922,2021.11.22-01.08,2799,0.01193569,199.0
200,1637566035,2021.11.22-01.08,2813,0.0034051135,200.0
201,1637566148,2021.11.22-01.08,2827,0.0008958926,201.0
202,1637566261,2021.11.22-01.08,2841,0.010315062,202.0
203,1637566375,2021.11.22-01.08,2855,0.00066164025,203.0
204,1637566488,2021.11.22-01.08,2869,0.0007959358,204.0
205,1637566600,2021.11.22-01.08,2883,0.00060939544,205.0
206,1637566714,2021.11.22-01.08,2897,0.0006780764,206.0
207,1637566827,2021.11.22-01.08,2911,0.00047757794,207.0
208,1637566939,2021.11.22-01.08,2925,0.0024370824,208.0
209,1637567052,2021.11.22-01.08,2939,0.0008445931,209.0
210,1637567166,2021.11.22-01.08,2953,0.00053386256,210.0
211,1637567279,2021.11.22-01.08,2967,0.00092219375,211.0
212,1637567392,2021.11.22-01.08,2981,0.00055997755,212.0
213,1637567505,2021.11.22-01.08,2995,0.00047448484,213.0
214,1637567618,2021.11.22-01.08,3009,0.00095100055,214.0
215,1637567731,2021.11.22-01.08,3023,0.0024336283,215.0
216,1637567844,2021.11.22-01.08,3037,0.012463394,216.0
217,1637567957,2021.11.22-01.08,3051,0.01064977,217.0
218,1637568071,2021.11.22-01.08,3065,0.036460392,218.0
219,1637568184,2021.11.22-01.08,3079,0.02910355,219.0
220,1637568297,2021.11.22-01.08,3093,0.013569268,220.0
221,1637568410,2021.11.22-01.08,3107,0.00206617,221.0
222,1637568522,2021.11.22-01.08,3121,0.019615704,222.0
223,1637568635,2021.11.22-01.08,3135,0.0013451106,223.0
224,1637568748,2021.11.22-01.08,3149,0.0010107472,224.0
225,1637568861,2021.11.22-01.08,3163,0.0018569019,225.0
226,1637568973,2021.11.22-01.08,3177,0.0013255232,226.0
227,1637569087,2021.11.22-01.08,3191,0.0015748449,227.0
228,1637569200,2021.11.22-01.08,3205,0.006029235,228.0
229,1637569314,2021.11.22-01.08,3219,0.0037043726,229.0
230,1637569427,2021.11.22-01.08,3233,0.00045327077,230.0
231,1637569541,2021.11.22-01.08,3247,0.0007477128,231.0
232,1637569654,2021.11.22-01.08,3261,0.0012045789,232.0
233,1637569768,2021.11.22-01.08,3275,0.00033637907,233.0
234,1637569881,2021.11.22-01.08,3289,0.0021980961,234.0
235,1637569994,2021.11.22-01.08,3303,0.00038815234,235.0
236,1637570107,2021.11.22-01.08,3317,0.0056716274,236.0
237,1637570220,2021.11.22-01.08,3331,0.0017517029,237.0
238,1637570334,2021.11.22-01.08,3345,0.00096595584,238.0
239,1637570447,2021.11.22-01.08,3359,0.00059927243,239.0
240,1637570560,2021.11.22-01.08,3373,0.0048104716,240.0
241,1637570673,2021.11.22-01.08,3387,0.0015477585,241.0
242,1637570786,2021.11.22-01.08,3401,0.0008010492,242.0
243,1637570899,2021.11.22-01.08,3415,0.0017581868,243.0
244,1637571012,2021.11.22-01.08,3429,0.0017144631,244.0
245,1637571126,2021.11.22-01.08,3443,0.0021746492,245.0
246,1637571239,2021.11.22-01.08,3457,0.0006265764,246.0
247,1637571352,2021.11.22-01.08,3471,0.0044257822,247.0
248,1637571465,2021.11.22-01.08,3485,0.0012252223,248.0
249,1637571579,2021.11.22-01.08,3499,0.00042720302,249.0
250,1637571692,2021.11.22-01.08,3513,0.00044309878,250.0
251,1637571806,2021.11.22-01.08,3527,0.0009396211,251.0
252,1637571919,2021.11.22-01.08,3541,0.0011134103,252.0
253,1637572032,2021.11.22-01.08,3555,0.00046946132,253.0
254,1637572145,2021.11.22-01.08,3569,0.013009687,254.0
255,1637572258,2021.11.22-01.08,3583,0.00081425643,255.0
256,1637572372,2021.11.22-01.08,3597,0.020774478,256.0
257,1637572485,2021.11.22-01.08,3611,0.0010634367,257.0
258,1637572598,2021.11.22-01.08,3625,0.012769617,258.0
259,1637572711,2021.11.22-01.08,3639,0.013000404,259.0
260,1637572825,2021.11.22-01.08,3653,0.0011183046,260.0
261,1637572938,2021.11.22-01.08,3667,0.0008105471,261.0
262,1637573051,2021.11.22-01.08,3681,0.00030764006,262.0
263,1637573165,2021.11.22-01.08,3695,0.0004142384,263.0
264,1637573278,2021.11.22-01.08,3709,0.0004441559,264.0
265,1637573391,2021.11.22-01.08,3723,0.00064215454,265.0
266,1637573505,2021.11.22-01.08,3737,0.0008203111,266.0
267,1637573618,2021.11.22-01.08,3751,0.00018263984,267.0
268,1637573731,2021.11.22-01.08,3765,0.00025187488,268.0
269,1637573844,2021.11.22-01.08,3779,0.00044146297,269.0
270,1637573957,2021.11.22-01.08,3793,0.022979572,270.0
271,1637574070,2021.11.22-01.08,3807,0.0044559855,271.0
272,1637574183,2021.11.22-01.08,3821,0.00057182653,272.0
273,1637574297,2021.11.22-01.08,3835,0.009664962,273.0
274,1637574410,2021.11.22-01.08,3849,0.0009300899,274.0
275,1637574523,2021.11.22-01.08,3863,0.0011606942,275.0
276,1637574637,2021.11.22-01.08,3877,0.0005385343,276.0
277,1637574750,2021.11.22-01.08,3891,0.0011368614,277.0
278,1637574863,2021.11.22-01.08,3905,0.0005023674,278.0
279,1637574976,2021.11.22-01.08,3919,0.001996328,279.0
280,1637575090,2021.11.22-01.08,3933,0.0005335709,280.0
281,1637575203,2021.11.22-01.08,3947,0.0005225601,281.0
282,1637575316,2021.11.22-01.08,3961,0.0022667863,282.0
283,1637575429,2021.11.22-01.08,3975,0.000660437,283.0
284,1637575542,2021.11.22-01.08,3989,0.0021799088,284.0
285,1637575656,2021.11.22-01.08,4003,0.0007842281,285.0
286,1637575769,2021.11.22-01.08,4017,0.003304912,286.0
287,1637575882,2021.11.22-01.08,4031,0.0034060895,287.0
288,1637575995,2021.11.22-01.08,4045,0.0011792757,288.0
289,1637576109,2021.11.22-01.08,4059,0.001086166,289.0
290,1637576222,2021.11.22-01.08,4073,0.00089125324,290.0
291,1637576335,2021.11.22-01.08,4087,0.0009977851,291.0
292,1637576449,2021.11.22-01.08,4101,0.00022014807,292.0
293,1637576562,2021.11.22-01.08,4115,0.0015645624,293.0
294,1637576675,2021.11.22-01.08,4129,0.0005519997,294.0
295,1637576788,2021.11.22-01.08,4143,0.00033057627,295.0
296,1637576901,2021.11.22-01.08,4157,0.0020072807,296.0
297,1637577015,2021.11.22-01.08,4171,0.004758893,297.0
298,1637577128,2021.11.22-01.08,4185,0.0011585545,298.0
299,1637577241,2021.11.22-01.08,4199,0.0013170165,299.0
300,1637577354,2021.11.22-01.08,4213,0.0021308046,300.0
301,1637577467,2021.11.22-01.08,4227,0.0006072789,301.0
302,1637577580,2021.11.22-01.08,4241,0.0005989647,302.0
303,1637577694,2021.11.22-01.08,4255,0.0004226137,303.0
304,1637577807,2021.11.22-01.08,4269,0.00034153563,304.0
305,1637577920,2021.11.22-01.08,4283,0.0021292008,305.0
306,1637578033,2021.11.22-01.08,4297,0.0003054747,306.0
307,1637578146,2021.11.22-01.08,4311,0.033738647,307.0
308,1637578259,2021.11.22-01.08,4325,0.002112059,308.0
309,1637578372,2021.11.22-01.08,4339,0.000318748,309.0
310,1637578486,2021.11.22-01.08,4353,0.0028479889,310.0
311,1637578599,2021.11.22-01.08,4367,0.0011960414,311.0
312,1637578712,2021.11.22-01.08,4381,0.007925057,312.0
313,1637578825,2021.11.22-01.08,4395,0.0003214421,313.0
314,1637578938,2021.11.22-01.08,4409,0.00029045215,314.0
315,1637579051,2021.11.22-01.08,4423,0.00026847958,315.0
316,1637579164,2021.11.22-01.08,4437,0.00020210673,316.0
317,1637579277,2021.11.22-01.08,4451,0.00019731447,317.0
318,1637579390,2021.11.22-01.08,4465,0.0017326956,318.0
319,1637579503,2021.11.22-01.08,4479,0.00065213157,319.0
320,1637579616,2021.11.22-01.08,4493,0.0010869368,320.0
321,1637579729,2021.11.22-01.08,4507,0.00087867107,321.0
322,1637579842,2021.11.22-01.08,4521,0.00021081555,322.0
323,1637579955,2021.11.22-01.08,4535,0.0050065606,323.0
324,1637580068,2021.11.22-01.08,4549,0.0005361249,324.0
325,1637580181,2021.11.22-01.08,4563,0.00036772725,325.0
326,1637580294,2021.11.22-01.08,4577,0.00017354883,326.0
327,1637580407,2021.11.22-01.08,4591,0.00032901432,327.0
328,1637580520,2021.11.22-01.08,4605,0.0001845578,328.0
329,1637580633,2021.11.22-01.08,4619,0.000457561,329.0
330,1637580746,2021.11.22-01.08,4633,0.0034836773,330.0
331,1637580859,2021.11.22-01.08,4647,0.0005059406,331.0
332,1637580972,2021.11.22-01.08,4661,0.0022898968,332.0
333,1637581085,2021.11.22-01.08,4675,0.0003497629,333.0
334,1637581198,2021.11.22-01.08,4689,0.00056453305,334.0
335,1637581311,2021.11.22-01.08,4703,0.0014435555,335.0
336,1637581424,2021.11.22-01.08,4717,0.00026934873,336.0
337,1637581538,2021.11.22-01.08,4731,0.000527084,337.0
338,1637581651,2021.11.22-01.08,4745,0.00025109164,338.0
339,1637581764,2021.11.22-01.08,4759,0.00010219498,339.0
340,1637581877,2021.11.22-01.08,4773,0.00018660363,340.0
341,1637581990,2021.11.22-01.08,4787,0.0002749661,341.0
342,1637582103,2021.11.22-01.08,4801,6.600142e-05,342.0
343,1637582216,2021.11.22-01.08,4815,0.00021798191,343.0
344,1637582330,2021.11.22-01.08,4829,0.0001520976,344.0
345,1637582443,2021.11.22-01.08,4843,0.00015720483,345.0
346,1637582556,2021.11.22-01.08,4857,0.0007002804,346.0
347,1637582669,2021.11.22-01.08,4871,0.00014558838,347.0
348,1637582782,2021.11.22-01.08,4885,0.000682426,348.0
349,1637582895,2021.11.22-01.08,4899,0.0001254059,349.0
350,1637583008,2021.11.22-01.08,4913,0.0010356229,350.0
351,1637583121,2021.11.22-01.08,4927,0.0003134074,351.0
352,1637583234,2021.11.22-01.08,4941,0.0012875546,352.0
353,1637583348,2021.11.22-01.08,4955,0.00064281985,353.0
354,1637583461,2021.11.22-01.08,4969,0.0004837463,354.0
355,1637583574,2021.11.22-01.08,4983,0.00027997617,355.0
356,1637583688,2021.11.22-01.08,4997,0.0014782852,356.0
357,1637583801,2021.11.22-01.08,5011,0.00022243519,357.0
358,1637583916,2021.11.22-01.08,5025,0.005405786,358.0
359,1637584029,2021.11.22-01.08,5039,8.773391e-05,359.0
360,1637584143,2021.11.22-01.08,5053,0.00023368075,360.0
361,1637584256,2021.11.22-01.08,5067,9.493284e-05,361.0
362,1637584370,2021.11.22-01.08,5081,0.0004245573,362.0
363,1637584484,2021.11.22-01.08,5095,0.000246372,363.0
364,1637584598,2021.11.22-01.08,5109,0.00010390648,364.0
365,1637584711,2021.11.22-01.08,5123,0.00027050995,365.0
366,1637584825,2021.11.22-01.08,5137,0.0001345907,366.0
367,1637584938,2021.11.22-01.08,5151,0.00014546262,367.0
368,1637585052,2021.11.22-01.08,5165,0.00027721515,368.0
369,1637585166,2021.11.22-01.08,5179,0.014837836,369.0
370,1637585279,2021.11.22-01.08,5193,0.00028340807,370.0
371,1637585393,2021.11.22-01.08,5207,0.0011582387,371.0
372,1637585507,2021.11.22-01.08,5221,0.0002059712,372.0
373,1637585621,2021.11.22-01.08,5235,0.003912151,373.0
374,1637585735,2021.11.22-01.08,5249,0.0033010186,374.0
375,1637585848,2021.11.22-01.08,5263,0.0025997446,375.0
376,1637585962,2021.11.22-01.08,5277,0.00039870135,376.0
377,1637586076,2021.11.22-01.08,5291,0.0006961504,377.0
378,1637586189,2021.11.22-01.08,5305,0.00063354964,378.0
379,1637586303,2021.11.22-01.08,5319,0.00015875325,379.0
380,1637586417,2021.11.22-01.08,5333,0.0001272315,380.0
381,1637586531,2021.11.22-01.08,5347,0.00033923436,381.0
382,1637586644,2021.11.22-01.08,5361,0.00085239543,382.0
383,1637586757,2021.11.22-01.08,5375,6.90099e-05,383.0
384,1637586870,2021.11.22-01.08,5389,0.042597353,384.0
385,1637586984,2021.11.22-01.08,5403,0.000984196,385.0
386,1637587097,2021.11.22-01.08,5417,0.00014170252,386.0
387,1637587210,2021.11.22-01.08,5431,0.0025294328,387.0
388,1637587323,2021.11.22-01.08,5445,0.008349886,388.0
389,1637587437,2021.11.22-01.08,5459,0.00041278216,389.0
390,1637587550,2021.11.22-01.08,5473,0.0008144523,390.0
391,1637587663,2021.11.22-01.08,5487,0.0011119582,391.0
392,1637587777,2021.11.22-01.08,5501,0.00010920909,392.0
393,1637587890,2021.11.22-01.08,5515,0.0006397894,393.0
394,1637588003,2021.11.22-01.08,5529,0.00018034913,394.0
395,1637588117,2021.11.22-01.08,5543,0.0003364461,395.0
396,1637588230,2021.11.22-01.08,5557,0.000343656,396.0
397,1637588343,2021.11.22-01.08,5571,0.00063790457,397.0
398,1637588456,2021.11.22-01.08,5585,0.0001419326,398.0
399,1637588569,2021.11.22-01.08,5599,0.001297146,399.0
400,1637588683,2021.11.22-01.08,5613,0.0004149197,400.0
401,1637588796,2021.11.22-01.08,5627,0.000105547006,401.0
402,1637588909,2021.11.22-01.08,5641,0.013539546,402.0
403,1637589022,2021.11.22-01.08,5655,0.0021688284,403.0
404,1637589136,2021.11.22-01.08,5669,0.00042543016,404.0
405,1637589249,2021.11.22-01.08,5683,0.0001439793,405.0
406,1637589362,2021.11.22-01.08,5697,0.0007735838,406.0
407,1637589476,2021.11.22-01.08,5711,0.00048906927,407.0
408,1637589589,2021.11.22-01.08,5725,0.004037681,408.0
409,1637589702,2021.11.22-01.08,5739,0.012606558,409.0
410,1637589815,2021.11.22-01.08,5753,0.0006553422,410.0
411,1637589929,2021.11.22-01.08,5767,0.00012679154,411.0
412,1637590042,2021.11.22-01.08,5781,0.0034181115,412.0
413,1637590155,2021.11.22-01.08,5795,0.00036746034,413.0
414,1637590268,2021.11.22-01.08,5809,0.00019063907,414.0
415,1637590382,2021.11.22-01.08,5823,0.00018203394,415.0
416,1637590495,2021.11.22-01.08,5837,8.321968e-05,416.0
417,1637590608,2021.11.22-01.08,5851,9.2053226e-05,417.0
418,1637590721,2021.11.22-01.08,5865,0.03938043,418.0
419,1637590835,2021.11.22-01.08,5879,0.0003305404,419.0
420,1637590948,2021.11.22-01.08,5893,0.00061876903,420.0
421,1637591061,2021.11.22-01.08,5907,0.0030423405,421.0
422,1637591174,2021.11.22-01.08,5921,0.0005724024,422.0
423,1637591287,2021.11.22-01.08,5935,0.0023761883,423.0
424,1637591400,2021.11.22-01.08,5949,0.001910382,424.0
425,1637591513,2021.11.22-01.08,5963,0.012781504,425.0
426,1637591626,2021.11.22-01.08,5977,0.000381013,426.0
427,1637591739,2021.11.22-01.08,5991,0.00042799767,427.0
428,1637591852,2021.11.22-01.08,6005,0.0004219409,428.0
429,1637591965,2021.11.22-01.08,6019,0.0007103974,429.0
430,1637592078,2021.11.22-01.08,6033,0.000121450605,430.0
431,1637592191,2021.11.22-01.08,6047,0.0004895553,431.0
432,1637592305,2021.11.22-01.08,6061,0.0019280354,432.0
433,1637592418,2021.11.22-01.08,6075,0.0007712857,433.0
434,1637592531,2021.11.22-01.08,6089,0.0007825639,434.0
435,1637592645,2021.11.22-01.08,6103,0.0016787235,435.0
436,1637592758,2021.11.22-01.08,6117,0.001601551,436.0
437,1637592871,2021.11.22-01.08,6131,0.0009148439,437.0
438,1637592984,2021.11.22-01.08,6145,0.000916241,438.0
439,1637593097,2021.11.22-01.08,6159,0.0007672457,439.0
440,1637593211,2021.11.22-01.08,6173,0.0015357891,440.0
441,1637593324,2021.11.22-01.08,6187,0.0014597814,441.0
442,1637593437,2021.11.22-01.08,6201,0.0043711565,442.0
