,wallTime,dtstamp,step,training_loss_step,epoch
443,1637593551,2021.11.22-01.08,6215,0.00012718307,443.0
444,1637593666,2021.11.22-01.08,6229,0.00029520117,444.0
445,1637593780,2021.11.22-01.08,6243,0.00030995524,445.0
446,1637593893,2021.11.22-01.08,6257,0.006009344,446.0
447,1637594006,2021.11.22-01.08,6271,0.00015027857,447.0
448,1637594120,2021.11.22-01.08,6285,0.00073451403,448.0
449,1637594233,2021.11.22-01.08,6299,0.0006712,449.0
450,1637594346,2021.11.22-01.08,6313,0.005886244,450.0
451,1637594460,2021.11.22-01.08,6327,0.00027044554,451.0
452,1637594573,2021.11.22-01.08,6341,0.00014009068,452.0
453,1637594686,2021.11.22-01.08,6355,0.0013617885,453.0
454,1637594799,2021.11.22-01.08,6369,0.0012056193,454.0
455,1637594913,2021.11.22-01.08,6383,0.00029337738,455.0
456,1637595026,2021.11.22-01.08,6397,9.598667e-05,456.0
457,1637595139,2021.11.22-01.08,6411,0.00031486046,457.0
458,1637595253,2021.11.22-01.08,6425,0.0006669665,458.0
459,1637595366,2021.11.22-01.08,6439,0.00018601242,459.0
460,1637595479,2021.11.22-01.08,6453,0.0001591971,460.0
461,1637595592,2021.11.22-01.08,6467,0.00036555246,461.0
462,1637595705,2021.11.22-01.08,6481,5.925013e-05,462.0
463,1637595818,2021.11.22-01.08,6495,0.00020132905,463.0
464,1637595932,2021.11.22-01.08,6509,0.00026549192,464.0
465,1637596045,2021.11.22-01.08,6523,0.00027417418,465.0
466,1637596158,2021.11.22-01.08,6537,0.00020731508,466.0
467,1637596272,2021.11.22-01.08,6551,0.00015453025,467.0
468,1637596385,2021.11.22-01.08,6565,0.00058052904,468.0
469,1637596498,2021.11.22-01.08,6579,0.0030411265,469.0
470,1637596611,2021.11.22-01.08,6593,5.514181e-05,470.0
471,1637596724,2021.11.22-01.08,6607,0.00017186718,471.0
472,1637596837,2021.11.22-01.08,6621,7.2067734e-05,472.0
473,1637596950,2021.11.22-01.08,6635,0.00033683065,473.0
474,1637597063,2021.11.22-01.08,6649,6.7112655e-05,474.0
475,1637597177,2021.11.22-01.08,6663,0.00010390952,475.0
476,1637597290,2021.11.22-01.08,6677,0.00020474107,476.0
477,1637597403,2021.11.22-01.08,6691,0.0009678221,477.0
478,1637597516,2021.11.22-01.08,6705,7.157383e-05,478.0
479,1637597629,2021.11.22-01.08,6719,0.00016523102,479.0
480,1637597742,2021.11.22-01.08,6733,7.077873e-05,480.0
481,1637597855,2021.11.22-01.08,6747,0.00017525617,481.0
482,1637597969,2021.11.22-01.08,6761,0.0004045838,482.0
483,1637598082,2021.11.22-01.08,6775,0.0065209097,483.0
484,1637598195,2021.11.22-01.08,6789,2.6847105e-05,484.0
485,1637598308,2021.11.22-01.08,6803,0.00041384515,485.0
486,1637598421,2021.11.22-01.08,6817,0.00026787963,486.0
487,1637598534,2021.11.22-01.08,6831,0.0017739515,487.0
488,1637598647,2021.11.22-01.08,6845,0.000120681405,488.0
489,1637598760,2021.11.22-01.08,6859,0.0003403562,489.0
490,1637598873,2021.11.22-01.08,6873,6.24412e-05,490.0
491,1637598986,2021.11.22-01.08,6887,0.0006174967,491.0
492,1637599100,2021.11.22-01.08,6901,0.007074881,492.0
493,1637599213,2021.11.22-01.08,6915,0.017259723,493.0
494,1637599326,2021.11.22-01.08,6929,3.1902564e-05,494.0
495,1637599439,2021.11.22-01.08,6943,0.00016050863,495.0
496,1637599552,2021.11.22-01.08,6957,0.00037168985,496.0
497,1637599665,2021.11.22-01.08,6971,0.00043115922,497.0
498,1637599778,2021.11.22-01.08,6985,0.0001854385,498.0
499,1637599891,2021.11.22-01.08,6999,0.009044684,499.0
500,1637600004,2021.11.22-01.08,7013,0.000865561,500.0
501,1637600117,2021.11.22-01.08,7027,0.001863204,501.0
502,1637600230,2021.11.22-01.08,7041,0.002796775,502.0
503,1637600343,2021.11.22-01.08,7055,5.7839894e-05,503.0
504,1637600457,2021.11.22-01.08,7069,0.00016117052,504.0
505,1637600570,2021.11.22-01.08,7083,0.00014851273,505.0
506,1637600683,2021.11.22-01.08,7097,0.000348171,506.0
507,1637600796,2021.11.22-01.08,7111,0.0016551341,507.0
508,1637600909,2021.11.22-01.08,7125,0.00020886869,508.0
509,1637601022,2021.11.22-01.08,7139,0.001596389,509.0
510,1637601135,2021.11.22-01.08,7153,0.00014973572,510.0
511,1637601248,2021.11.22-01.08,7167,0.00015712617,511.0
512,1637601361,2021.11.22-01.08,7181,0.0075456263,512.0
513,1637601475,2021.11.22-01.08,7195,0.0005970165,513.0
514,1637601588,2021.11.22-01.08,7209,0.008774177,514.0
515,1637601701,2021.11.22-01.08,7223,0.0006789453,515.0
516,1637601814,2021.11.22-01.08,7237,0.0036637296,516.0
517,1637601927,2021.11.22-01.08,7251,0.0003032284,517.0
518,1637602041,2021.11.22-01.08,7265,0.00026624184,518.0
519,1637602154,2021.11.22-01.08,7279,0.001431665,519.0
520,1637602267,2021.11.22-01.08,7293,0.00028788554,520.0
521,1637602380,2021.11.22-01.08,7307,0.004884166,521.0
522,1637602493,2021.11.22-01.08,7321,0.00019061178,522.0
523,1637602607,2021.11.22-01.08,7335,0.007697752,523.0
524,1637602720,2021.11.22-01.08,7349,0.00015716079,524.0
525,1637602833,2021.11.22-01.08,7363,0.0015876918,525.0
526,1637602946,2021.11.22-01.08,7377,0.00012603389,526.0
527,1637603060,2021.11.22-01.08,7391,0.00022692897,527.0
528,1637603173,2021.11.22-01.08,7405,7.638935e-05,528.0
529,1637603286,2021.11.22-01.08,7419,0.00079073285,529.0
530,1637603399,2021.11.22-01.08,7433,0.004455137,530.0
531,1637603512,2021.11.22-01.08,7447,0.02036349,531.0
532,1637603625,2021.11.22-01.08,7461,0.0021351147,532.0
533,1637603739,2021.11.22-01.08,7475,0.00017035689,533.0
534,1637603852,2021.11.22-01.08,7489,0.00046651394,534.0
535,1637603965,2021.11.22-01.08,7503,0.0032524467,535.0
536,1637604078,2021.11.22-01.08,7517,0.0005502156,536.0
537,1637604191,2021.11.22-01.08,7531,0.00024707356,537.0
538,1637604304,2021.11.22-01.08,7545,0.0021181058,538.0
539,1637604417,2021.11.22-01.08,7559,0.0014524317,539.0
540,1637604530,2021.11.22-01.08,7573,0.0016694879,540.0
541,1637604643,2021.11.22-01.08,7587,0.00024458408,541.0
542,1637604756,2021.11.22-01.08,7601,0.00011195556,542.0
543,1637604870,2021.11.22-01.08,7615,0.0048762225,543.0
544,1637604983,2021.11.22-01.08,7629,0.00027182582,544.0
545,1637605096,2021.11.22-01.08,7643,0.0008629711,545.0
546,1637605209,2021.11.22-01.08,7657,0.00010300994,546.0
547,1637605322,2021.11.22-01.08,7671,0.00042091846,547.0
548,1637605435,2021.11.22-01.08,7685,0.000243293,548.0
549,1637605548,2021.11.22-01.08,7699,0.0037342315,549.0
550,1637605661,2021.11.22-01.08,7713,0.021072939,550.0
